Structure(SMILES)	DTXSID	FW
ClCC(F)(F)C(Cl)(F)F	DTXSID201019244	184.9476
O=S(CC)c1c(C)c(ccc1C(F)(C(F)(F)F)C(F)(F)F)C(=O)O	DTXSID10896416	380.2785
FC(F)(F)C1(OC(=O)[C@H](Cc2ccccc2)O1)C(F)(F)F	DTXSID30457740	314.1805
O=C(Oc1ccc(cc1)C#N)c1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80750733	391.2397
FC(F)(CCC(Cl)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID90446276	510.5747
[OH-].C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00234929	616.3342 (599.3263+17.0079)
FC(F)(F)C(F)(c1ccc(c(CC)c1SCC(C)C)C(=O)O)C(F)(F)F	DTXSID10896411	406.3588
FC(F)(C1CCC(CC1)C(=O)OC)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80750738	360.2160
O=P(OCC)(OCC)C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50298798	660.0948
FC(F)(OS(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID401034828	716.1590
FC(F)(C(F)(F)C(F)(F)F)C(C)(F)C(F)(F)F	DTXSID801026920	284.0705
FC(F)(C(F)(F)CCCI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40457135	588.0427
FC(F)(CCS(=O)CCC(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID501035855	668.2616
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCN1C(=O)C=CC1=O	DTXSID40457130	557.2024
FC(F)(C(=C(F)C(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXSID90790221	432.0771
FC(F)(C(F)(F)COC(C)(C)C#CC=C)C(F)(F)C(F)F	DTXSID20517504	324.2103
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)F	DTXSID20895415	464.0941
OC(COCCOCCOCCCC)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID80881137	688.3639
FC(F)(F)C(F)(\C(=C(\Oc1cc(cc(c1)NC(C)=O)NC(C)=O)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID20896745	638.2751
FC(F)(F)\C(=N\SNC(=O)NS\N=C(/C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID30805666	450.2278
FC(F)(C(F)(F)P(=O)(O)O)C(F)(F)C(F)(F)F	DTXSID20895410	300.0163
FC(F)(F)C(F)(/C=C\CO)C(F)(F)F	DTXSID20896740	226.0921
[Yb+3].FC(F)(C(F)(F)P([O-])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)P([O-])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)P([O-])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID601032959	2276.2183 (173.0384+701.0600+701.0600+701.0600)
FC(F)(C#CC(=O)OC)C(F)(F)F	DTXSID50542546	202.0788
[Br-].C[N+]1(CCN(CC1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCO	DTXSID001034121	707.2410 (79.9045+627.3364)
FC(F)(OC(F)(F)F)C(F)F	DTXSID10896471	186.0283
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)P(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80543001	902.0974
C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O	DTXSID201034858	956.4001
FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC[NH+](CC)CC	DTXSID201033529	501.3046 (399.1072+102.1974)
FC(F)(F)C(F)(F)c1cc(no1)N1C(=O)c2ccccc2C1=O	DTXSID60575744	332.1824
FC(F)(C(=O)C(=O)OC)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30510389	306.0825
FC(CCCCCCC)C(F)(F)C(F)(F)O	DTXSID80603194	248.2334
C[N+](C)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)O	DTXSID401034880	585.4006
FC(F)(C(F)(F)C(F)(F)F)S(=O)(=O)NC(CO)CC[N+](C)(C)CC(O)CO	DTXSID901032489	439.3668
OC(C(CC)C(O)(C(F)(F)F)C(F)(F)F)c1ccccc1	DTXSID60956332	316.2395
FC(F)(C(=O)NCCC)C(F)(F)F	DTXSID50505595	205.1258
OC(c1ccc(F)cc1)C(CC)C(O)(C(F)(F)F)C(F)(F)F	DTXSID60956337	334.2299
FC(F)(C(F)(F)S(F)(=O)=O)C(F)(F)OC(/F)=C(/F)F	DTXSID001022150	330.1007
FC(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXSID10896476	304.0337
FS1(F)(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C1(F)F	DTXSID10701339	336.1418
FC1(F)OC(F)(F)OC1(F)F	DTXSID50631388	182.0213
FC(F)(OC(F)(Cl)C(Cl)(F)F)OC(F)(F)F	DTXSID90893408	302.9348
FC(F)C(F)(F)C(F)(F)F	DTXSID4075297	170.0289
FC(F)(C(F)(F)OC(C)C(=O)O)C(F)(F)F	DTXSID501028703	258.0909
FC(F)(c1cc([NH]n1)c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID90893403	462.2087
[I-].C[N+](C)(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80881132	654.2695 (527.3645+126.9050)
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(O)CO)CC(O)CO	DTXSID401033551	647.3019
FC(F)(F)C1(CC(OC)(CCCCC)SS1)C(F)(F)F	DTXSID00809176	342.3646
FC1(F)SSC2C(C3CC2CC3)C1(F)F	DTXSID40907605	258.2993
CC[Si](Cl)(CC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID701033093	418.7498
FC(F)(F)C(F)C(F)(F)NF	DTXSID30702429	185.0435
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)OC	DTXSID30432436	450.0924
O=S(=O)(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXSID80881117	546.2029
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(O)C(O)=O	DTXSID30758800	362.0698
O=C(Cc1ccccn1)C(F)(F)C(F)(F)C(F)(F)F	DTXSID90292093	289.1496
FC(F)(C(F)(F)CCS)C(F)(F)C(F)(F)F	DTXSID40880388	280.1545
Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(N)cc1)(C(F)(F)F)C(F)(F)F	DTXSID3071987	518.4503
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC(O)C[N+](C)(C)CCO	DTXSID001022124	495.3292
FC(C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXSID20895435	350.0774
FC(F)(F)C(C(F)(F)F)C(Cl)(F)F	DTXSID8073265	236.4910
FC(F)([13C](F)(F)[13C](=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20894100	516.0687
FC(F)(C(F)(F)OC(C(=O)OCC)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXSID40892365	458.1209
FC(F)(C(F)(F)C(Cl)=O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20895430	332.4990
FC(=C(F)C(F)(F)I)C(F)(C(F)(F)F)C(F)(F)F	DTXSID20896760	407.9511
C[Si](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(O)(C)C#C	DTXSID601032935	532.4122
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)OCC(F)(F)C(F)(F)F	DTXSID80895759	432.1316
[Er+3].FC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)P([O-])(=S)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F.FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)P([O-])(=S)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)P([O-])(=S)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID301032998	3218.7693 (167.2574+1017.1706+1017.1706+1017.1706)
FC(F)(F)C(F)OCF	DTXSID70591258	150.0473
FC(F)(OS(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID201034834	466.1215
FC(F)(Br)C(F)(F)CCO	DTXSID90371312	224.9795
CCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80895754	283.1865
BrC(F)(C(F)C(F)(F)F)C(F)(F)F	DTXSID60434266	280.9420
O=C(CCCCCC)OCC(O)CN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID801032729	477.3624
FC(F)(CCC(=O)O)C(Br)(F)F	DTXSID90371317	252.9896
FC(Oc1ccccc1C(Cl)=O)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40796596	586.6276
FC(c1ccc(cc1)C(F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXSID60199121	414.1378
C[N+](C)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O	DTXSID401034878	584.3932
FC(F)(F)C(O)(CC(=C)CC(O)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID80313105	388.1502
O=C(Nc1cc(ccc1)C(=O)Nc1c(C)cc(cc1C)C(F)(C(F)(F)F)C(F)(F)F)c1ccc(Cl)cc1Cl	DTXSID10896456	581.3095
FC1(F)OC(F)(CO)C(F)(F)OC1(F)F	DTXSID20817374	244.0643
Cc1ccc(cc1)S(=O)([O-])=O.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCCCOCC[N+](C)(C)C	DTXSID001034119	814.5731 (171.1942+643.3789)
OC(c1cc(cc(I)c1)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXSID20372251	536.0522
O=C(Nc1c(C)cc(cc1C)C(F)(C(F)(F)F)C(F)(F)F)c1cccc(NC(=O)c2ccc(F)cc2F)c1	DTXSID10896451	548.4003
FC(F)(CCOP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID601032923	990.2025
C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O	DTXSID401033537	656.3550
FC(F)(F)C(CC(=O)CC(O)(C(F)(F)F)C(F)(F)F)(OC(=O)C)C(F)(F)F	DTXSID00906891	432.1597
FC(F)(C(F)(F)S(=O)O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID201034822	334.1077
FC(F)(C(F)(F)C(F)(F)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00623137	486.0733
[Na+].O=C(OCCCS(=O)(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXSID801032717	690.2252 (22.9892+667.2360)
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80881112	1590.2926
FC(F)(OC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30464878	304.0337
FC(F)(C(F)(F)C(F)F)C(F)(F)C(F)(F)C(Cl)(F)CF	DTXSID30799319	350.5326
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCC[N+](C)(C)C	DTXSID601035191	563.3454
C[N+](C)(CCCN(CCC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O	DTXSID401034866	728.4177
FC(F)([C@H]1O[C@H]1C(=O)OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00775302	470.1316
FC(F)(F)C(F)(C(F)C(=O)O)C(F)(F)F	DTXSID00846723	246.0554
C[N+](C)(CCCN(CCC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O	DTXSID601035189	564.3686
FC(F)(CCSC(CO)C(CO)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID001022186	1046.4583
FC(F)(C(F)=CC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXSID101026686	332.0621
FC(F)(CC[N+](C)(C)CC)C(F)(F)F	DTXSID501034590	220.2029
FC(F)(F)C(OC(F)F)C(F)(F)F	DTXSID60448843	218.0453
[NH4+].[NH4+].FC(F)(CCP([O-])([O-])=O)CC(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID901032453	590.2137 (18.0379+18.0379+554.1378)
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20895455	938.1319
FC(F)(CCC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)F)C(F)(F)F	DTXSID60345848	392.1323
Fc1c(c(F)c(F)c(F)c1F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F	DTXSID40615894	431.1004
FC(F)(c1cc(N)ccc1)C(F)(F)F	DTXSID20631330	211.1320
FC(F)(CC[Si](C)(C)Cl)C(F)(F)C(F)(F)F	DTXSID801032793	290.6816
O=C1CCC(CC(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F)O1	DTXSID60476080	334.5909
FC(F)(C(F)(F)OCC=C)C(Cl)(F)F	DTXSID10233049	242.5467
O=S(=O)(N(CCCS(=O)(=O)[O-])C(CC[N+](C)(C)CC(O)CO)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID001035498	760.5323
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)CCCCBr	DTXSID10895181	355.0387
FC(F)(CCSCC(=O)NCCCN(C)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID101036001	922.4285
FC(F)(C(F)F)C(=O)CC(=O)CCCC	DTXSID50500702	228.1840
O=C(C1CCCC(C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID60797626	590.2042
FC(F)(C(F)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID7040150	400.1146
FC(F)(C(F)(F)COC(=O)C(=C)C)C(F)(F)C(F)F	DTXSID90880131	300.1458
FC(F)(F)C(F)c1nc2ccc(C)cc2[NH]1	DTXSID10385214	232.1775
O=C1C(F)C(F)(F)C1(F)F	DTXSID80570655	160.0422
O=C(Oc1ccccc1c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80756891	366.2303
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)=CC(F)(F)F	DTXSID101026698	332.0621
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(Cl)(F)F	DTXSID10892913	330.5080
C[N+](C)(C)CCCN(CCC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID601035177	720.3891
IC(Cc1ccccc1)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50554563	464.1086
FC(F)(C(F)(F)[Si](Cl)(Cl)Cl)C(F)(F)C(F)F	DTXSID90880136	335.4825
FC(F)(c1ccc(NC(C)=O)cn1)C(F)(F)F	DTXSID601023194	254.1567
FC(F)(F)C(F)(F)C(F)(F)C(=O)OCCCCCCCCCCCCC	DTXSID70873268	396.3839
FC(F)(OC(F)(F)F)C(F)(F)C(F)(F)OC(F)C(F)(F)C([O-])=O	DTXSID80893154	377.0618
FC(F)(CCOC(=O)C(C)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00379980	434.1938
FC(F)(C(F)(F)C(C)N)C(F)(F)F	DTXSID10895186	213.0967
FC(F)(F)C1(OS2(OC(c3ccccc32)(C(F)(F)F)C(F)(F)F)c2ccccc21)C(F)(F)F	DTXSID60320559	516.3008
FC(F)(C(F)(F)C(C)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID801032781	512.1106
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCCCCCCCCCCC	DTXSID20895450	826.4945
FC(F)(CCC(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50188165	492.1291
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F	DTXSID10892918	580.5455
FC1(F)C(F)(F)C1(F)F	DTXSID40239276	150.0225
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)CC[N+](C)(C)CC	DTXSID501034588	420.2329
[NH4+].[NH4+].[O-]P([O-])(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID80881177	758.2084 (722.1326+18.0379+18.0379)
[NH4+].[NH4+].[O-]P([O-])(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80881172	608.1859 (572.1101+18.0379+18.0379)
C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O	DTXSID201034808	456.2522
FC(F)(C(F)(F)CCN)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80382593	463.1342
CC(CC(O)(C(F)(F)F)C(F)(F)F)COC(=O)C(=C)C	DTXSID40593825	308.2175
[Na+].O=S([O-])(=O)OC(COCC(F)(F)C(F)F)COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXSID501033285	622.2521 (22.9892+599.2628)
FC(F)C(F)(F)COCC1=CN(C(=O)N=C1N)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	DTXSID50812539	387.2842
FC(F)(C(=O)O[Sn](C)(C)C)C(F)(F)F	DTXSID80826346	326.8365
FC(F)(CC(O)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80881157	494.1449
FC(F)(C(F)(F)CC(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40892325	578.1175
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC[N+]([O-])(C)C	DTXSID70184381	521.2133
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20895475	950.3295
FC(F)(F)C(F)(F)c1cccc2C(=O)CCc21	DTXSID601023182	250.1647
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)CCC	DTXSID10895161	262.1161
FC(F)(OC(F)(F)C(F)(F)F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(Br)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID10896491	979.0195
FC(F)(C(O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXSID00210900	386.0583
FC(F)(F)C(F)(F)C(F)(F)C(=O)NCCc1ccccc1	DTXSID30340966	317.2027
F/C(C(\F)=C(\F)C(F)(F)F)=C(/F)C(F)(F)F	DTXSID401021592	262.0482
OC(CC(O)(C(F)(F)F)C(F)(F)F)c1ccc(cc1)C(=O)CC(O)(C(F)(F)F)C(F)(F)F	DTXSID30906021	496.2449
FC(F)(OP(=O)(O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID501021290	466.0382
FC(F)(F)C(F)=C(Cl)F	DTXSID80694143	166.4771
FC(F)(C(F)(F)C(O)CBr)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID10527450	443.0000
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID401033587	694.1932
FC(Oc1c(F)c(F)c(F)c(F)c1F)(C(F)=O)C(F)(F)F	DTXSID70885200	330.0791
FC(F)(F)C(OC(=O)CC)(C(F)(F)F)C(F)(F)F	DTXSID30660156	292.0990
FC(F)(C(F)C(=O)O)C(F)(F)C(F)(F)F	DTXSID601035165	246.0554
FC(F)(C(=O)CC(=O)O)C(F)(F)C(F)(F)F	DTXSID50837828	256.0750
FC(F)(C(=O)OCCC)C(F)(F)F	DTXSID90335696	206.1106
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCC	DTXSID50387373	532.2790
FC1(F)CC([Si](C)(C)C)C1(F)F	DTXSID90880116	200.2493
FC(F)(CC(CO)OC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID801032767	448.1773
OC(C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O	DTXSID901032465	573.4196
C=C1C(=C)C(F)(F)C1(F)F	DTXSID00822784	152.0896
FC(F)(C(F)(F)C(Br)(F)F)C(F)(F)F	DTXSID30338641	298.9324
FC(F)(C(F)(F)OC(F)(COCC=C)C(F)(F)F)C(F)(F)F	DTXSID10896496	356.1331
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)CO	DTXSID00379960	382.0944
Fc1c(c(F)c(F)c(F)c1F)C(F)(F)C(Br)(F)C(Br)(F)F	DTXSID601023170	457.8883
FC(F)(CCCCCCCCC)C(F)(F)C(F)(F)F	DTXSID10895166	296.2681
[O-]S(=O)(=O)CC(C)(C)NC(=O)CCS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20894140	618.4084
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)CN	DTXSID20895470	499.1151
FC(F)(OC(F)(F)F)C(F)(F)OC(F)C(F)(F)C(=O)O	DTXSID001034157	328.0617
C[N+](C)(CCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O	DTXSID50892614	731.2630
FC(F)(C(=O)CC(=O)CC)C(F)(F)C(F)(F)C(F)F	DTXSID60806161	300.1458
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F	DTXSID50892619	629.5456
CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID80881152	578.3077
O=C(C)Nc1nnc(s1)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50896192	311.1800
O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.CCN(CC)CC	DTXSID40882983	482.3591 (101.1900+381.1691)
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CCO)CCC[N+](C)(C)CCO	DTXSID001035612	723.4124
